"geographicaream49","country","region","measureditemcpc","crop","timepointyears","loss_per_clean","percentage_loss_of_quantity","loss_quantity","loss_qualitiative","loss_monetary","activity","fsc_location1","periodofstorage","treatment","causeofloss","samplesize","units","method_datacollection","tag_datacollection","reference","url"
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2011,7.75,"7.752842549","","","","","SWS_Total","","","","","","Cansim 002-0011","National Acctounts","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2010,7.95,"7.949046032","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2009,8,"7.99981476","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2008,1.83,"1.832878694","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2008,8,"8.000184821","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2007,1.88,"1.879850214","","","","","SWS_Total","","","","","","Www.40.Statcan.Ca/101/Cst01/Pr","FAO Sources","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2007,1.89,"1.887379654","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2007,7.98,"7.984720759","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2006,1.89,"1.886830225","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2006,1.89,"1.89183508","","","","","SWS_Total","","","","","","Www.40.Statcan.Ca/101/Cst01/Pr","FAO Sources","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2006,8,"7.998267911","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2005,1.88,"1.880979813","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2005,1.89,"1.88598908","","","","","SWS_Total","","","","","","Www.40.Statcan.Ca/101/Cst01/Pr","FAO Sources","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2005,7.99,"7.993500203","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2005,8,"8.000270825","","","","","SWS_Total","","","","","","Cansim 003-0028 ; 003-0036 ; 003 ; 0035 ; 002-0010 ; 003-0087 ; 003-0008 ; 003-0035 ; 003-0037","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2004,1.87,"1.874983425","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2004,1.9,"1.9015037","","","","","SWS_Total","","","","","","Cansim 002-0010 ; 003-0017 ; 003-0036 ; Poultry Annuals 06 And 07","National Acctounts","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2004,7.99,"7.993513469","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2004,8,"8.000227235","","","","","SWS_Total","","","","","","Cansim 003-0028 ; 003-0036 ; 003 ; 0035 ; 002-0010 ; 003-0087 ; 003-0008 ; 003-0035 ; 003-0037","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2003,1.9,"1.895626065","","","","","SWS_Total","","","","","","Cansim 001-0010","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2003,1.91,"1.913437317","","","","","SWS_Total","","","","","","Cansim 002-0010 ; 003-0017 ; 003-0036 ; Poultry Annuals 06 And 07","National Acctounts","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2003,8,"8.000845773","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2002,1.9,"1.904178472","","","","","SWS_Total","","","","","","Statistics Canada - Production Of Poultry And Eggs, 2002 (1000 Doz. = 0.68 Mt)","FAO Sources","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2002,1.92,"1.91949358","","","","","SWS_Total","","","","","","Cansim 002-0010 ; 003-0017 ; 003-0036 ; Poultry Annuals 06 And 07","National Acctounts","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2002,7.98,"7.981803232","","","","","SWS_Total","","","","","","Cansim Ii - Supply And Disposition Of Food - Dec 2003","National Acctounts","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2002,8,"8.000099012","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2001,1.91,"1.910829678","","","","","SWS_Total","","","","","","From Cansim Ii Production Of Poultry And Eggs 2001 All Data Reported In Dozens Converted To Metri...","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2001,1.92,"1.917836659","","","","","SWS_Total","","","","","","Food Consumption 2001 Part 2 (Oct 2002)","FAO Sources","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2001,8,"7.999796684","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",2000,1.91,"1.914659362","","","","","SWS_Total","","","","","","From Cansim Ii Production Of Poultry And Eggs 2001 All Data Reported In Dozens Converted To Metri...","National Acctounts","FAO Sources",""
"124","Canada","","21113.01","Meat of pig, fresh or chilled",2000,8,"8.000117075","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","0231","Hen eggs in shell, fresh",1999,1.91,"1.913403995","","","","","SWS_Total","","","","","","From Cansim Ii Production Of Poultry And Eggs 2001 All Data Reported In Dozens Converted To Metri...","National Acctounts","FAO Sources",""
"250","France","","0231","Hen eggs in shell, fresh",2013,0.94,"0.940851121","","","","","SWS_Total","","","","","","Nsi Web.Accueil > Enqu<U+Fffd>Tes > Bilans D?Approvisionnement > Viandes - <U+Fffd>Ufs - Lait Et ...","FAO Sources","FAO Sources",""
"250","France","","0231","Hen eggs in shell, fresh",2012,0.85,"0.851768603","","","","","SWS_Total","","","","","","Nsi Web.Accueil > Enqu<U+Fffd>Tes > Bilans D?Approvisionnement > Viandes - <U+Fffd>Ufs - Lait Et ...","FAO Sources","FAO Sources",""
"250","France","","02291","Raw milk of sheep",1995,0.45,"0.447023272","","","","","SWS_Total","","","","","","Entered: Bonomo 11-Apr-1995 09:20:22","FAO Sources","FAO Sources",""
"250","France","","02291","Raw milk of sheep",1994,0.48,"0.475011994","","","","","SWS_Total","","","","","","Entered: Bonomo 11-Apr-1995 09:20:20","FAO Sources","FAO Sources",""
"250","France","","0231","Hen eggs in shell, fresh",1993,0.76,"0.758835536","","","","","SWS_Total","","","","","","Entered: Bonomo 19-Apr-1995 15:58:52","FAO Sources","FAO Sources",""
"250","France","","0231","Hen eggs in shell, fresh",1992,0.77,"0.769647696","","","","","SWS_Total","","","","","","Entered: Bonomo 19-Apr-1995 15:58:51","FAO Sources","FAO Sources",""
"320","Guatemala","","21121","Meat of chickens, fresh or chilled",2011,9.89,"9.894540129","","","","","SWS_Total","","","","","","Hoja De Balance De Alimentos 2011 - Instituto Nacional De Estadistica (Ine)","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",2000,0.2,"0.200731479","","","","","SWS_Total","","","","","","National Production Publication (Yb)","National Statistics Yearbook","FAO Sources",""
"348","Hungary","","21121","Meat of chickens, fresh or chilled",2000,4.95,"4.951080644","","","","","SWS_Total","","","","","","National Production Publication (Yb)","National Statistics Yearbook","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1999,0.29,"0.288358445","","","","","SWS_Total","","","","","","National Production Publication (Yb)","National Statistics Yearbook","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1998,0.59,"0.59083881","","","","","SWS_Total","","","","","","National Statistical Yearbook","National Statistics Yearbook","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1997,0.62,"0.618963117","","","","","SWS_Total","","","","","","National Statistical Yearbook","National Statistics Yearbook","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1996,0.18,"0.184615385","","","","","SWS_Total","","","","","","Nat. Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1995,0.15,"0.148790409","","","","","SWS_Total","","","","","","National Statistical Yearbook","National Statistics Yearbook","FAO Sources",""
"348","Hungary","","21111.01","Meat of cattle, fresh or chilled",1994,3.19,"3.19001387","","","","","SWS_Total","","","","","","Nat. Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1993,0.41,"0.406934993","","","","","SWS_Total","","","","","","Nat B.S.","FAO Sources","FAO Sources",""
"348","Hungary","","21111.01","Meat of cattle, fresh or chilled",1993,4.02,"4.016477858","","","","","SWS_Total","","","","","","Nat. Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1992,0.17,"0.16947687","","","","","SWS_Total","","","","","","Nat B.S.","FAO Sources","FAO Sources",""
"348","Hungary","","21111.01","Meat of cattle, fresh or chilled",1992,1.62,"1.623376623","","","","","SWS_Total","","","","","","Nat. Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1991,0.25,"0.24989858","","","","","SWS_Total","","","","","","Nat B.S.","FAO Sources","FAO Sources",""
"348","Hungary","","21111.01","Meat of cattle, fresh or chilled",1991,1.63,"1.628664495","","","","","SWS_Total","","","","","","Nat. Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1990,0.17,"0.172342824","","","","","SWS_Total","","","","","","Nat B.S.","FAO Sources","FAO Sources",""
"348","Hungary","","21111.01","Meat of cattle, fresh or chilled",1990,2.2,"2.196836555","","","","","SWS_Total","","","","","","Nat. Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1989,0.13,"0.132052113","","","","","SWS_Total","","","","","","Nat B.S.","FAO Sources","FAO Sources",""
"348","Hungary","","21111.01","Meat of cattle, fresh or chilled",1989,2.19,"2.194907814","","","","","SWS_Total","","","","","","Nat. Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","21111.01","Meat of cattle, fresh or chilled",1988,2.09,"2.089009991","","","","","SWS_Total","","","","","","Nat. Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1975,0.15,"0.146096963","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1974,0.19,"0.193340175","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1973,0.11,"0.106755721","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1972,0.07,"0.072670356","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1971,0.17,"0.168202049","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1970,0.06,"0.061403509","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1969,0.04,"0.037110669","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1968,0.04,"0.03605924","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1967,0.04,"0.037110669","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1966,0.08,"0.082656827","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1965,0.08,"0.084147258","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1964,0.14,"0.136363636","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1963,0.05,"0.053384175","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"348","Hungary","","0231","Hen eggs in shell, fresh",1961,0.05,"0.053030303","","","","","SWS_Total","","","","","","Nat. Fbs Rcv'D May 98'","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"356","India","","0231","Hen eggs in shell, fresh",2010,62.5,"45-80","","","","","Harvest","","","","","","","Rapid Assessment","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf"
"376","Israel","","02211","Raw milk of cattle",2000,1.06,"1.063111711","","","","","SWS_Total","","","","","","Fbs, St Abstract 2002, Vol.53, Table 19-22, P.19-28","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"380","Italy","","0231","Hen eggs in shell, fresh",1995,0.17,"0.166435506","","","","","SWS_Total","","","","","","National Statistical Yearbook","National Statistics Yearbook","FAO Sources",""
"380","Italy","","0231","Hen eggs in shell, fresh",1995,0.17,"0.166435506","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2014,4.78,"4.779591146","","","","","SWS_Total","","","","","","Http://Www.Maff.Go.Jp/E/Tokei/Kikaku/Monthly_E/Index.Html","FAO Sources","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",2014,3.88,"3.877812502","","","","","SWS_Total","","","","","","Http://Www.Maff.Go.Jp/E/Tokei/Kikaku/Monthly_E/Index.Html","FAO Sources","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2013,4.92,"4.92140516","","","","","SWS_Total","","","","","","Maff","FAO Sources","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",2013,3.74,"3.742077678","","","","","SWS_Total","","","","","","Maff","FAO Sources","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2012,4.82,"4.820206305","","","","","SWS_Total","","","","","","Maff","FAO Sources","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",2012,3.78,"3.778033587","","","","","SWS_Total","","","","","","Maff","FAO Sources","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2011,5,"4.996302736","","","","","SWS_Total","","","","","","Http://Www.Maff.Go.Jp/E/Tokei/Kikaku/Nenji_E/87Nenji/Index.Html","FAO Sources","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",2011,3.87,"3.866402384","","","","","SWS_Total","","","","","","Http://Www.Maff.Go.Jp/E/Tokei/Kikaku/Nenji_E/87Nenji/Index.Html","FAO Sources","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2010,4.66,"4.66056521","","","","","SWS_Total","","","","","","Http://Www.Maff.Go.Jp/E/Tokei/Kikaku/Nenji_E/86Nenji/Index.Html#Nse004","FAO Sources","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",2010,3.71,"3.713873872","","","","","SWS_Total","","","","","","Http://Www.Maff.Go.Jp/E/Tokei/Kikaku/Nenji_E/86Nenji/Index.Html#Nse004","FAO Sources","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2009,4.64,"4.64198677","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",2009,3.66,"3.664373888","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2008,4.62,"4.61645883","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",2008,3.92,"3.923763674","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2007,4.76,"4.762830868","","","","","SWS_Total","","","","","","Agr Yb Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",2007,3.84,"3.838430849","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2006,4.63,"4.627841092","","","","","SWS_Total","","","","","","Agr Yb Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2005,4.6,"4.604881174","","","","","SWS_Total","","","","","","Agr Yb Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2004,4.48,"4.478193146","","","","","SWS_Total","","","","","","Agr Yb Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2003,5.85,"5.846774194","","","","","SWS_Total","","","","","","2007/2008 Agr Yb Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2002,6.9,"6.895266493","","","","","SWS_Total","","","","","","Aq03","FAO Sources","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",2002,3.77,"3.772676192","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2001,6.76,"6.759703445","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",2001,3.65,"3.653783696","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",2000,5.84,"5.844226846","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",2000,3.5,"3.503742634","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",1999,5.55,"5.551679661","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",1999,3.45,"3.445321958","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",1998,5.67,"5.667338561","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",1998,3.33,"3.331267431","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",1997,5.47,"5.469138969","","","","","SWS_Total","","","","","","M St Jap","FAO Sources","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",1997,3.26,"3.260363298","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",1996,5.05,"5.049530484","","","","","SWS_Total","","","","","","M St Jap","FAO Sources","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",1996,3.4,"3.404322698","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",1995,5.16,"5.158911104","","","","","SWS_Total","","","","","","M St Jap","FAO Sources","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",1995,3.23,"3.231514965","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",1994,4.15,"4.150507358","","","","","SWS_Total","","","","","","(Entered: Masini 26-Oct-1995 12:33:47 )","FAO Sources","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",1994,4.81,"4.814588535","","","","","SWS_Total","","","","","","Yb","National Statistics Yearbook","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",1994,3.02,"3.020956809","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",1993,4.54,"4.542808398","","","","","SWS_Total","","","","","","Yb","National Statistics Yearbook","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",1993,2.92,"2.917456811","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",1992,4.06,"4.056383734","","","","","SWS_Total","","","","","","Fbs-Yb","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21111.01","Meat of cattle, fresh or chilled",1992,4.06,"4.056383734","","","","","SWS_Total","","","","","","Fbs:Yb","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",1992,2.93,"2.928568042","","","","","SWS_Total","","","","","","Fbs:Yb","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"392","Japan","","21113.01","Meat of pig, fresh or chilled",1991,2.83,"2.83252494","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"398","Kazakhstan","","21111.01","Meat of cattle, fresh or chilled",2012,4.77,"4.765423373","","","","","SWS_Total","","","","","","Nsi Web. Agr Yb 2012. Balance","National Statistics Yearbook","FAO Sources",""
"398","Kazakhstan","","0231","Hen eggs in shell, fresh",2011,13.18,"13.17567568","","","","","SWS_Total","","","","","","Nsi Web. Agr Yb 2011. Balance. 56Gr/Egg","National Statistics Yearbook","FAO Sources",""
"398","Kazakhstan","","21111.01","Meat of cattle, fresh or chilled",2011,4.4,"4.404276986","","","","","SWS_Total","","","","","","Nsi Web. Agr Yb 2011. Balance","National Statistics Yearbook","FAO Sources",""
"398","Kazakhstan","","0231","Hen eggs in shell, fresh",2010,10.66,"10.66087795","","","","","SWS_Total","","","","","","Nsi Web. Agr Yb 2011. Balance. 56Gr/Egg","National Statistics Yearbook","FAO Sources",""
"398","Kazakhstan","","21111.01","Meat of cattle, fresh or chilled",2010,4.13,"4.129620935","","","","","SWS_Total","","","","","","Nsi Web. Agr Yb 2011. Balance","National Statistics Yearbook","FAO Sources",""
"398","Kazakhstan","","0231","Hen eggs in shell, fresh",2009,10.54,"10.54124398","","","","","SWS_Total","","","","","","Nsi Web. Agr Yb 2011. Balance. 56Gr/Egg","National Statistics Yearbook","FAO Sources",""
"398","Kazakhstan","","21111.01","Meat of cattle, fresh or chilled",2009,4.01,"4.014178381","","","","","SWS_Total","","","","","","Nsi Web. Agr Yb 2011. Balance","National Statistics Yearbook","FAO Sources",""
