"geographicaream49","country","region","measureditemcpc","crop","timepointyears","loss_per_clean","percentage_loss_of_quantity","loss_quantity","loss_qualitiative","loss_monetary","activity","fsc_location1","periodofstorage","treatment","causeofloss","samplesize","units","method_datacollection","tag_datacollection","reference","url"
"116","Cambodia","","01234","Tomatoes",2006,13,"13%","105kg/MT","","","Farm","Farm","","","","","","","Survey","Genova 2 et al (2006)",""
"116","Cambodia","","01234","Tomatoes",2006,7,"7%","67kg/MT","","","Wholesale","Distribution","","","","","","","Survey","Genova 2 et al (2006)",""
"116","Cambodia","","01234","Tomatoes",2006,6,"6%","58kg/MT","","","Retail","Retail","","","","","","","Survey","Genova 2 et al (2006)",""
"116","Cambodia","","01241.90","Other beans, green",2006,8,"8%","76kg/MT","","","Farm","Farm","","","","","","","Survey","Genova 2 et al (2006)",""
"116","Cambodia","","01241.90","Other beans, green",2006,4,"4%","76kg/MT","","","Farm","Farm","","","","","","","Survey","Genova 2 et al (2006)",""
"116","Cambodia","","01241.90","Other beans, green",2006,4,"4%","32kg/MT","","","Collector","Trader","","","","","","","Survey","Genova 2 et al (2006)",""
"116","Cambodia","","01241.90","Other beans, green",2006,2,"2%","32kg/MT","","","Collector","Trader","","","","","","","Survey","Genova 2 et al (2006)",""
"116","Cambodia","","01241.90","Other beans, green",2006,3,"3%","32kg/MT","","","Collector","Trader","","","","","","","Survey","Genova 2 et al (2006)",""
"116","Cambodia","","01241.90","Other beans, green",2006,4,"4%","47kg/MT","","","Wholesale","Distribution","","","","","","","Survey","Genova 2 et al (2006)",""
"116","Cambodia","","01241.90","Other beans, green",2006,3,"3%","47kg/MT","","","Wholesale","Distribution","","","","","","","Survey","Genova 2 et al (2006)",""
"116","Cambodia","","01241.90","Other beans, green",2006,5,"5%","47kg/MT","","","Wholesale","Distribution","","","","","","","Survey","Genova 2 et al (2006)",""
"116","Cambodia","","01241.90","Other beans, green",2006,6,"6%","63kg/MT","","","Retail","Retail","","","","","","","Survey","Genova 2 et al (2006)",""
"116","Cambodia","","01213","Cauliflowers and broccoli",2005,16,"16","164","","","","Farm","","","Hot Weather During Harvest And Post Packaging","50","","Surveys","Survey","","http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf"
"116","Cambodia","","01213","Cauliflowers and broccoli",2005,16,"16","164","","","","Farm","","","Hot Weather During Harvest And Post Packaging","50","","Surveys","-","","http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf"
"116","Cambodia","","01232","Cucumbers and gherkins",2005,19,"19","197","","","","Farm","","","Hot Weather During Harvest And Post Packaging","50","","Surveys","Survey","","http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf"
"116","Cambodia","","01232","Cucumbers and gherkins",2005,19,"19","197","","","","Farm","","","Hot Weather During Harvest And Post Packaging","50","","Surveys","-","","http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf"
"116","Cambodia","","01234","Tomatoes",2005,24.5,"24.5","246","","","","Farm","","","Hot Weather During Harvest And Post Packaging","50","","Surveys; Four types of questionnaires were developed to gather general and specific information b...","-","Genova II et al","http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf"
"116","Cambodia","","01241.90","Other beans, green",2005,22,"22","218","","","","Farm","","","Hot Weather During Harvest And Post Packaging","50","","Surveys","Survey","","http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf"
"116","Cambodia","","01241.90","Other beans, green",2005,22,"22","218","","","","Farm","","","Hot Weather During Harvest And Post Packaging","50","","Surveys","-","","http://www.measurepostharvestlosses.com/sites/default/files/phlveg.pdf"
"120","Cameroon","","01313","Plantains and others",2013,35,"30-40","","","","","WholeSupplyChain","","","rough handling, unprotected storage conditions, and poor transportation","","","","-","Cauthen et al. (2013)","http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf"
"124","Canada","","01211","Asparagus",2007,41.82,"41.82095404","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01212","Cabbages",2007,12.48,"12.47917265","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01213","Cauliflowers and broccoli",2007,22.94,"22.94000307","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01214","Lettuce and chicory",2007,32,"32.00459946","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01232","Cucumbers and gherkins",2007,6.63,"6.634460548","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01242","Peas, green",2007,0.82,"0.823140115","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01251","Carrots and turnips",2007,2.44,"2.444836343","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01253.02","Onions and shallots, dry (excluding dehydrated)",2007,8.29,"8.285425184","","","","","SWS_Total","","","","","","Fruit And Vegetable Production June 2008","FAO Sources","FAO Sources",""
"124","Canada","","01254","Leeks and other alliaceous vegetables",2007,14.38,"14.38450899","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01290.01","Green corn (maize)",2007,2.83,"2.828739726","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01330","Grapes",2007,23.25,"23.25192838","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01341","Apples",2007,3.45,"3.446156277","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01342.01","Pears",2007,36.02,"36.02122412","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01343","Apricots",2007,59.62,"59.61754781","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01345","Peaches and nectarines",2007,9.68,"9.682209682","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01346","Plums and sloes",2007,47.79,"47.79050736","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01355.01","Blueberries",2007,1.25,"1.253229974","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01355.90","Other berries and fruits of the genus Vaccinium n.e.",2007,1.46,"1.46172393","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01355.90","Other berries and fruits of the genus Vaccinium n.e.",2007,11.36,"11.35857461","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01211","Asparagus",2006,42.85,"42.85079929","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01212","Cabbages",2006,12.35,"12.35288224","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01213","Cauliflowers and broccoli",2006,20.68,"20.68496698","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01214","Lettuce and chicory",2006,36.27,"36.26566906","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01232","Cucumbers and gherkins",2006,6.85,"6.852604359","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01242","Peas, green",2006,0.84,"0.839035399","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01251","Carrots and turnips",2006,1.98,"1.979839241","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01253.02","Onions and shallots, dry (excluding dehydrated)",2006,8.53,"8.531841799","","","","","SWS_Total","","","","","","Fruit And Vegetable Production June 2008","FAO Sources","FAO Sources",""
"124","Canada","","01254","Leeks and other alliaceous vegetables",2006,13.46,"13.45646438","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01290.01","Green corn (maize)",2006,3.96,"3.964345615","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01330","Grapes",2006,18.33,"18.32548951","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01341","Apples",2006,3.63,"3.628549191","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01342.01","Pears",2006,34.49,"34.48530498","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01343","Apricots",2006,39.95,"39.95157385","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01345","Peaches and nectarines",2006,9.05,"9.048644263","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01346","Plums and sloes",2006,37.57,"37.57146747","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01355.01","Blueberries",2006,0.88,"0.884526839","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01355.90","Other berries and fruits of the genus Vaccinium n.e.",2006,1.67,"1.67336879","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01355.90","Other berries and fruits of the genus Vaccinium n.e.",2006,8.85,"8.849557522","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01211","Asparagus",2005,42.59,"42.58517034","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01212","Cabbages",2005,11.53,"11.52701465","","","","","SWS_Total","","","","","","Cansim 002-0010 And Fruit And Vegetable Production","National Acctounts","FAO Sources",""
"124","Canada","","01212","Cabbages",2005,12.1,"12.09935897","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01213","Cauliflowers and broccoli",2005,18.51,"18.50765531","","","","","SWS_Total","","","","","","Cansim001-0002 And Fruit And Veg Prod 2007","National Acctounts","FAO Sources",""
"124","Canada","","01214","Lettuce and chicory",2005,34.8,"34.79981378","","","","","SWS_Total","","","","","","Cansim 002-0010 And Fruit And Vegetable Production","National Acctounts","FAO Sources",""
"124","Canada","","01232","Cucumbers and gherkins",2005,5.82,"5.820180457","","","","","SWS_Total","","","","","","Cansim001-0002 And Fruit And Veg Prod 2007","National Acctounts","FAO Sources",""
"124","Canada","","01242","Peas, green",2005,0.76,"0.764767494","","","","","SWS_Total","","","","","","Cansim001-0002 And Fruit And Veg Prod 2007","National Acctounts","FAO Sources",""
"124","Canada","","01251","Carrots and turnips",2005,2.5,"2.499931696","","","","","SWS_Total","","","","","","Cansim001-0002 And Fruit And Veg Prod 2007","National Acctounts","FAO Sources",""
"124","Canada","","01251","Carrots and turnips",2005,2.51,"2.50676211","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01253.02","Onions and shallots, dry (excluding dehydrated)",2005,10.11,"10.11401791","","","","","SWS_Total","","","","","","Cansim001-0002 And Fruit And Veg Prod 2007","National Acctounts","FAO Sources",""
"124","Canada","","01254","Leeks and other alliaceous vegetables",2005,14.25,"14.25178147","","","","","SWS_Total","","","","","","Cansim001-0002 And Fruit And Veg Prod 2007","National Acctounts","FAO Sources",""
"124","Canada","","01290.01","Green corn (maize)",2005,3.91,"3.911311894","","","","","SWS_Total","","","","","","Cansim001-0002 And Fruit And Veg Prod 2007","National Acctounts","FAO Sources",""
"124","Canada","","01290.90","Other vegetables, fresh n.e.",2005,18.85,"18.85313155","","","","","SWS_Total","","","","","","Cansim 002-0001 And Fruit And Veg Prod Sum Of Beets Celery Parsnips Radish And Rutabega","National Acctounts","FAO Sources",""
"124","Canada","","01330","Grapes",2005,37,"37.00417073","","","","","SWS_Total","","","","","","Cansim 002-0010 And Fruit And Veg 07","National Acctounts","FAO Sources",""
"124","Canada","","01341","Apples",2005,3.67,"3.665908034","","","","","SWS_Total","","","","","","Cansim 002-0010 And Fruit And Vegetables 07","National Acctounts","FAO Sources",""
"124","Canada","","01342.01","Pears",2005,39.67,"39.66772447","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01343","Apricots",2005,30.92,"30.92145949","","","","","SWS_Total","","","","","","Cansim 002-0010 And Fruit And Veg 07","National Acctounts","FAO Sources",""
"124","Canada","","01345","Peaches and nectarines",2005,19.1,"19.09552212","","","","","SWS_Total","","","","","","Cansim 002-0010 And Fruit And Veg 07","National Acctounts","FAO Sources",""
"124","Canada","","01346","Plums and sloes",2005,54.35,"54.35168739","","","","","SWS_Total","","","","","","Cansim 002-0010 And Fruit And Veg 07","National Acctounts","FAO Sources",""
"124","Canada","","01355.01","Blueberries",2005,1.15,"1.152571676","","","","","SWS_Total","","","","","","Cansim 002-0010 And Fruit And Veg 07","National Acctounts","FAO Sources",""
"124","Canada","","01355.90","Other berries and fruits of the genus Vaccinium n.e.",2005,1.72,"1.723883896","","","","","SWS_Total","","","","","","Cansim 002-0010 And Fruit And Veg 07","National Acctounts","FAO Sources",""
"124","Canada","","01355.90","Other berries and fruits of the genus Vaccinium n.e.",2005,5.4,"5.397520058","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01211","Asparagus",2004,44.21,"44.20731707","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01211","Asparagus",2004,51.83,"51.82926829","","","","","SWS_Total","","","","","","Cansim 002-0010 And Fruit And Vegetable Production","National Acctounts","FAO Sources",""
"124","Canada","","01212","Cabbages",2004,10.93,"10.93334949","","","","","SWS_Total","","","","","","Cansim 002-0010 And Fruit And Vegetable Production","National Acctounts","FAO Sources",""
"124","Canada","","01212","Cabbages",2004,11.15,"11.14545142","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01213","Cauliflowers and broccoli",2004,13.55,"13.55185107","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01214","Lettuce and chicory",2004,34.34,"34.34296184","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01232","Cucumbers and gherkins",2004,5.08,"5.082728374","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01242","Peas, green",2004,0.63,"0.625800876","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01251","Carrots and turnips",2004,2.15,"2.151049998","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01253.02","Onions and shallots, dry (excluding dehydrated)",2004,7.84,"7.836109169","","","","","SWS_Total","","","","","","Cansim001-0002 And Fruit And Veg Prod 2007","National Acctounts","FAO Sources",""
"124","Canada","","01253.02","Onions and shallots, dry (excluding dehydrated)",2004,7.86,"7.857131595","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01254","Leeks and other alliaceous vegetables",2004,13.61,"13.61111111","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01290.01","Green corn (maize)",2004,3.38,"3.377200931","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01290.90","Other vegetables, fresh n.e.",2004,17.3,"17.29510751","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food In Canada - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01330","Grapes",2004,19.38,"19.38044035","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01341","Apples",2004,3.51,"3.512782113","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01341","Apples",2004,3.54,"3.544310449","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01342.01","Pears",2004,26.45,"26.44513673","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01342.01","Pears",2004,29.35,"29.3527172","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01343","Apricots",2004,40.8,"40.8","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01345","Peaches and nectarines",2004,15.76,"15.76046777","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01346","Plums and sloes",2004,42.68,"42.67731041","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01355.01","Blueberries",2004,0.57,"0.571012028","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01355.01","Blueberries",2004,0.68,"0.680354756","","","","","SWS_Total","","","","","","Cansim 002-0010 And Fruit And Veg 07","National Acctounts","FAO Sources",""
"124","Canada","","01355.90","Other berries and fruits of the genus Vaccinium n.e.",2004,1.45,"1.452313221","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01355.90","Other berries and fruits of the genus Vaccinium n.e.",2004,5.73,"5.734265734","","","","","SWS_Total","","","","","","Cansim 002-0010","National Acctounts","FAO Sources",""
"124","Canada","","01211","Asparagus",2003,47.11,"47.10851202","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","01211","Asparagus",2003,47.76,"47.7582846","","","","","SWS_Total","","","","","","Cansim 002-0010 And Fruit And Vegetable Production","National Acctounts","FAO Sources",""
"124","Canada","","01212","Cabbages",2003,10.4,"10.39752611","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","01213","Cauliflowers and broccoli",2003,15.11,"15.10886128","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","01214","Lettuce and chicory",2003,37.05,"37.05056902","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","01232","Cucumbers and gherkins",2003,4.87,"4.873064529","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01232","Cucumbers and gherkins",2003,5.2,"5.198684048","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","01242","Peas, green",2003,0.5,"0.498321444","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","01251","Carrots and turnips",2003,2.55,"2.553104575","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","01251","Carrots and turnips",2003,2.61,"2.607358047","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Supply And Disposition Of Food - Nov 2005","National Acctounts","FAO Sources",""
"124","Canada","","01253.02","Onions and shallots, dry (excluding dehydrated)",2003,8.84,"8.840522542","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","01254","Leeks and other alliaceous vegetables",2003,14.84,"14.84018265","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","01290.01","Green corn (maize)",2003,2.68,"2.677012009","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
"124","Canada","","01290.90","Other vegetables, fresh n.e.",2003,18.21,"18.21139302","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05 (Vegetables Not Specified Fresh + Beets + Celery + Parsley + ...","National Acctounts","FAO Sources",""
"124","Canada","","01330","Grapes",2003,27.05,"27.04528853","","","","","SWS_Total","","","","","","Cansim Ii - Table 002-0010 - Feb 05","National Acctounts","FAO Sources",""
