"geographicaream49","country","region","measureditemcpc","crop","timepointyears","loss_per_clean","percentage_loss_of_quantity","loss_quantity","loss_qualitiative","loss_monetary","activity","fsc_location1","periodofstorage","treatment","causeofloss","samplesize","units","method_datacollection","tag_datacollection","reference","url"
"144","Sri Lanka","","01510","Potatoes",2004,13.45,"13.44899717","","","","","SWS_Total","","","","","","Fbs 2000-2004 (Revised) Fbs 2000-2004 (Revised)","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",2003,15.64,"15.63763066","","","","","SWS_Total","","","","","","Fbs 2000-2004 (Revised)","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01520.01","Cassava, fresh",2003,4.98,"4.976402727","","","","","SWS_Total","","","","","","Fbs98-2002:5%Of Off.Prod.","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",2002,14.28,"14.28249352","","","","","SWS_Total","","","","","","Fbs 1998-2002","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01520.01","Cassava, fresh",2002,5,"4.995999644","","","","","SWS_Total","","","","","","Fbs 1998-2002(5%Of Off.Prod.)","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01599.10","Edible roots and tubers with high starch or inulin content, n.e., fresh",2002,27.02,"27.02%","","","","distribution; harvesting; transport; shelling; storage; threshing; cleaning; collection; harvest; drying; field; threshing/shelling","WholeSupplyChain","","","","","","","Secondary Sources cited in Documents","Asian Productivity Organization and Food and Agriculture Organization of the United Nations",""
"144","Sri Lanka","","01599.10","Edible roots and tubers with high starch or inulin content, n.e., fresh",2002,7.21,"7.21%","","","","Grower","Farm","","","","","","","Secondary Sources cited in Documents","Asian Productivity Organization and Food and Agriculture Organization of the United Nations",""
"144","Sri Lanka","","01599.10","Edible roots and tubers with high starch or inulin content, n.e., fresh",2002,9.12,"9.12%","","","","Collector","Trader","","","","","","","Secondary Sources cited in Documents","Asian Productivity Organization and Food and Agriculture Organization of the United Nations",""
"144","Sri Lanka","","01599.10","Edible roots and tubers with high starch or inulin content, n.e., fresh",2002,2.13,"2.13%","","","","Wholesale","Distribution","","","","","","","Secondary Sources cited in Documents","Asian Productivity Organization and Food and Agriculture Organization of the United Nations",""
"144","Sri Lanka","","01599.10","Edible roots and tubers with high starch or inulin content, n.e., fresh",2002,8.56,"8.56%","","","","Retail","Retail","","","","","","","Secondary Sources cited in Documents","Asian Productivity Organization and Food and Agriculture Organization of the United Nations",""
"144","Sri Lanka","","01510","Potatoes",2001,20.86,"20.85644938","","","","","SWS_Total","","","","","","Fbs 1997-2001 Revised","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",2001,22.02,"22.01803051","","","","","SWS_Total","","","","","","Fbs 1996-2000 Rev.:10%Of Avail.Supply","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",2000,34.04,"34.04255319","","","","","SWS_Total","","","","","","Fbs 1996-2000 Revised","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01520.01","Cassava, fresh",2000,5,"4.99779214","","","","","SWS_Total","","","","","","Fbs 1998-2002(5%Of Off.Prod.)","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",1998,54.59,"54.59459459","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01520.01","Cassava, fresh",1998,5,"5.000913853","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",1997,10.51,"10.51380783","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",1997,26.34,"26.33716383","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01520.01","Cassava, fresh",1997,5,"5.000420372","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",1996,10.19,"10.19304253","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",1996,12.59,"12.59490844","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01520.01","Cassava, fresh",1996,5.27,"5.269848778","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",1995,10.18,"10.17671479","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",1995,11.52,"11.52381302","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01520.01","Cassava, fresh",1995,5,"5.000519445","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",1994,10.05,"10.05227688","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",1994,10.98,"10.9844429","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01510","Potatoes",1993,10,"10.0025582","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01520.01","Cassava, fresh",1993,5,"4.999687324","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"144","Sri Lanka","","01520.01","Cassava, fresh",1992,5,"4.999834552","","","","","SWS_Total","","","","","","Fbs","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"152","Chile","","01510","Potatoes",2015,5.7,"5.7%","","","","Storage","Storage","","","","","","","Survey","FAO (2015)",""
"152","Chile","","01510","Potatoes",2015,1.3,"1.3%","","","","Marketing","Distribution","","","","","","","Survey","FAO (2015)",""
"152","Chile","","01510","Potatoes",1991,12,"12","","","","","WholeSupplyChain","","","","","","","-","CIP. FAO, 1995.","http://www.fao.org/3/a-ax440e.pdf"
"152","Chile","","01510","Potatoes",1977,30,"30","","","","","WholeSupplyChain","","","","","","","Secondary Sources cited in Documents","","https://www.nap.edu/catalog/20028/postharvest-food-losses-in-developing-countries"
"156","China","","01510","Potatoes",2016,3.3,"3.3","","","","",,"","","","","","","-","(Minten et al., 2016","http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf"
"156","China","","01510","Potatoes",2016,3.3,"3.3","","","","",,"","","","","","","-","(Minten et al., 2016","http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf"
"156","China","","01510","Potatoes",2011,20,"15-25","16 Million Ton","","","","Storage","","","","","","Estimated By Zhang Tianzuo, Director Of The Bureau Of Agricultural Products Processing, Ministry ...","Expert Opinion","","http://www.oecd.org/site/agrfcn/food%20losses%20and%20waste%20in%20china_gang%20liu.pdf"
"156","China","","01510","Potatoes",2009,2.23,"2.23%","","","","Farm","Farm","","","","","","","Survey","Thomas Reardon, Kevin Chen, Bart Minten and Lourdes Adriano (2012)",""
"156","China","","01510","Potatoes",2009,2,"2%","","","","Storage at home","Storage","","","","","","","Survey","Thomas Reardon, Kevin Chen, Bart Minten and Lourdes Adriano (2012)",""
"156","China","Beijing, Xinfadi and Jinxiudadi","01510","Potatoes",2009,1,"1","","","","","Wholesale","","","In The Urban Market","30","","Stratified Random Sampling Method For Every Segment: The Authors Typically Stratified By Geograph...","Survey","","https://www.adb.org/sites/default/files/publication/30063/quiet-revolution-staple-food-value-chains.pdf"
"156","China","Dingxi Prefecture  in Gansu","01510","Potatoes",2009,3,"3","","","","","Traders","","","","17","","Stratified Random Sampling Method For Every Segment: The Authors Typically Stratified By Geograph...","Survey","","https://www.adb.org/sites/default/files/publication/30063/quiet-revolution-staple-food-value-chains.pdf"
"156","China","Beijing, Xinfadi and Jinxiudadi","01510","Potatoes",2009,1,"1","","","","","Wholesale","","","In The Urban Market","30","","Stratified Random Sampling Method For Every Segment: The Authors Typically Stratified By Geograph...","-","","https://www.adb.org/sites/default/files/publication/30063/quiet-revolution-staple-food-value-chains.pdf"
"156","China","Dingxi Prefecture  in Gansu","01510","Potatoes",2009,3,"3","","","","","Traders","","","","17","","Stratified Random Sampling Method For Every Segment: The Authors Typically Stratified By Geograph...","-","","https://www.adb.org/sites/default/files/publication/30063/quiet-revolution-staple-food-value-chains.pdf"
"156","China","","01510","Potatoes",1991,10,"10","","","","","WholeSupplyChain","","","","","","","-","CIP. FAO, 1995.","http://www.fao.org/3/a-ax440e.pdf"
"170","Colombia","","01510","Potatoes",1994,25,"25","","","","","WholeSupplyChain","","","","","","","-","Mendoza Gilberto, 1994","http://www.fao.org/3/a-ax440e.pdf"
"170","Colombia","","01510","Potatoes",1991,10,"10","","","","","WholeSupplyChain","","","","","","","-","CIP. FAO, 1995.","http://www.fao.org/3/a-ax440e.pdf"
"188","Costa Rica","","01510","Potatoes",1991,24.36,"24.36","","","","","WholeSupplyChain","","","","","","","-","Jara Solis Alvano, 1991","http://www.fao.org/3/a-ax440e.pdf"
"188","Costa Rica","","01510","Potatoes",1991,1.5,"1.0-2","","","","Packaging","Farm","","","","","","","-","Alvaro Jara Solis","http://www.fao.org/3/a-ax440e.pdf"
"188","Costa Rica","","01510","Potatoes",1991,2.5,"1.0-4","","","","Storage","Farm","","","","","","","-","Alvaro Jara Solis","http://www.fao.org/3/a-ax440e.pdf"
"188","Costa Rica","","01510","Potatoes",1991,3,"1.0-5","","","","Handling","Transport","","","","","","","-","Alvaro Jara Solis","http://www.fao.org/3/a-ax440e.pdf"
"188","Costa Rica","","01510","Potatoes",1991,3.5,"2.0-5","","","","Sorting & pre-processing","Farm","","","","","","","-","Alvaro Jara Solis","http://www.fao.org/3/a-ax440e.pdf"
"188","Costa Rica","","01510","Potatoes",1991,4.5,"3.0-6","","","","Transportation","Farm","","","","","","","-","Alvaro Jara Solis","http://www.fao.org/3/a-ax440e.pdf"
"188","Costa Rica","","01510","Potatoes",1991,5,"2.0-8","","","","Urban distribution","Wholesale","","","","","","","-","Alvaro Jara Solis","http://www.fao.org/3/a-ax440e.pdf"
"188","Costa Rica","","01510","Potatoes",1991,5.5,"3.0-8","","","","Pre-harvest factors","Farm","","","","","","","-","Alvaro Jara Solis","http://www.fao.org/3/a-ax440e.pdf"
"188","Costa Rica","","01510","Potatoes",1991,6,"4.0-8","","","","Processing","Processing","","","","","","","-","Alvaro Jara Solis","http://www.fao.org/3/a-ax440e.pdf"
"188","Costa Rica","North Area Cartago County","01510","Potatoes",1990,8.28,"3.89-12.67","","","","","Farm","","","Sickness, Plague, Mechanical, Small","28 Producers","","","-","Jara Solis, Alvaro","http://www.fao.org/3/a-ax440e.pdf"
"192","Cuba","","01510","Potatoes",2011,2.11,"2.11352657","","","","","SWS_Total","","","","","","Hoja De Balance De Alimentos, Cuba 2011","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"192","Cuba","","01510","Potatoes",2010,2.14,"2.140992167","","","","","SWS_Total","","","","","","Hoja De Balance De Alimentos, Cuba 2011","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"192","Cuba","","01510","Potatoes",2009,2.12,"2.117731515","","","","","SWS_Total","","","","","","Hoja De Balance De Alimentos, Cuba 2009","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"192","Cuba","","01510","Potatoes",2008,2.24,"2.243753187","","","","","SWS_Total","","","","","","Hoja De Balance De Alimentos, Cuba 2008","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"192","Cuba","","01510","Potatoes",2007,2.3,"2.296450939","","","","","SWS_Total","","","","","","Hoja De Balance De Alimentos 2007 Prelim.","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"192","Cuba","","01510","Potatoes",2006,2.1,"2.096436059","","","","","SWS_Total","","","","","","Hoja De Balance De Alimentos 2006","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"192","Cuba","","01510","Potatoes",2005,2.14,"2.139891408","","","","","SWS_Total","","","","","","Hoja De Balance De Alimentos 2005","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"192","Cuba","","01510","Potatoes",2004,2.16,"2.160024338","","","","","SWS_Total","","","","","","Hoja De Balance De Alimentos 2004","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"192","Cuba","","01510","Potatoes",2003,2.2,"2.199606041","","","","","SWS_Total","","","","","","Hoja De Balance De Alimentos 2003","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"192","Cuba","","01510","Potatoes",2002,2.12,"2.123058539","","","","","SWS_Total","","","","","","Hoja De Balance De Alimentos 2002","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"192","Cuba","","01510","Potatoes",1991,13,"13","","","","","WholeSupplyChain","","","","","","","-","CIP. FAO, 1995.","http://www.fao.org/3/a-ax440e.pdf"
"203","Czechia","","01510","Potatoes",2015,26.74,"26.7350556","","","","","SWS_Total","","","","","","Questionnaire_203_Czech Republic_2015_En","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"203","Czechia","","01510","Potatoes",2014,18.77,"18.76740942","","","","","SWS_Total","","","","","","Questionnaire_203_Czech Republic_2015_En","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"203","Czechia","","01510","Potatoes",2013,25.75,"25.74517662","","","","","SWS_Total","","","","","","Questionnaire_203_Czech Republic_2015_En","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"204","Benin","Central","01540","Yams",1994,24.2,"24.2","","","","","Storage","","","Storage; Early Variety","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"204","Benin","Northern","01540","Yams",1994,26.8,"26.8","","","","","Storage","","","Storage","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"204","Benin","Central","01540","Yams",1994,38.4,"38.4","","","","","Storage","","","Storage; Late Variety","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"204","Benin","Central","01540","Yams",1994,57.3,"57.3","","","","","Storage","","","Storage; Early Variety","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"204","Benin","Northern","01540","Yams",1994,20.6,"20.6","","","","","Storage","","","Storage","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"204","Benin","Central","01540","Yams",1994,22.4,"22.4","","","","","Storage","","","Storage; Late Variety","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"204","Benin","Northern","01540","Yams",1994,59.1,"59.1","","","","","Storage","","","Storage","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"204","Benin","Northern","01540","Yams",1994,20.6,"20.6","","","","","Storage","","","Storage","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"204","Benin","Central","01540","Yams",1994,22.4,"22.4","","","","","Storage","","","Storage; Late Variety","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"204","Benin","Central","01540","Yams",1994,24.2,"24.2","","","","","Storage","","","Storage; Early Variety","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"204","Benin","Northern","01540","Yams",1994,26.8,"26.8","","","","","Storage","","","Storage","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"204","Benin","Central","01540","Yams",1994,38.4,"38.4","","","","","Storage","","","Storage; Late Variety","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"204","Benin","Central","01540","Yams",1994,57.3,"57.3","","","","","Storage","","","Storage; Early Variety","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"204","Benin","Northern","01540","Yams",1994,59.1,"59.1","","","","","Storage","","","Storage","","","","-","FAO 1994","http://www.fao.org/docrep/004/ac301e/AC301e04.htm#3.1 Methodological problems"
"208","Denmark","","01510","Potatoes",2011,15.99,"15.98765432","","","","","SWS_Total","","","","","","Http://Www.Dst.Dk/Pukora/Epub/Upload/16604/Landbrug.Pdf(Prod - Prod Less Waste)","FAO Sources","FAO Sources",""
"208","Denmark","","01510","Potatoes",2010,15.97,"15.96700545","","","","","SWS_Total","","","","","","Http://Www.Dst.Dk/Pukora/Epub/Upload/16604/Landbrug.Pdf(Prod - Prod Less Waste)","FAO Sources","FAO Sources",""
"208","Denmark","","01510","Potatoes",2009,15,"15.00278173","","","","","SWS_Total","","","","","","Http://Www.Dst.Dk/Pukora/Epub/Upload/16604/Landbrug.Pdf(Prod-Prod Less Waste)","FAO Sources","FAO Sources",""
"208","Denmark","","01510","Potatoes",2008,15.71,"15.71175428","","","","","SWS_Total","","","","","","Pq - Landb 08","FAO Sources","FAO Sources",""
"208","Denmark","","01510","Potatoes",2007,15.01,"15.01002719","","","","","SWS_Total","","","","","","Landbrug 07 By Diff","FAO Sources","FAO Sources",""
"208","Denmark","","01510","Potatoes",2006,14.99,"14.98677637","","","","","SWS_Total","","","","","","Landbrug 07 By Diff","FAO Sources","FAO Sources",""
"208","Denmark","","01510","Potatoes",2005,14.97,"14.97081959","","","","","SWS_Total","","","","","","Landb By Diff","FAO Sources","FAO Sources",""
"208","Denmark","","01510","Potatoes",2004,14.97,"14.97483736","","","","","SWS_Total","","","","","","Landbrug 04","FAO Sources","FAO Sources",""
"208","Denmark","","01510","Potatoes",2003,15.01,"15.01203795","","","","","SWS_Total","","","","","","Landbrug 2003","FAO Sources","FAO Sources",""
"208","Denmark","","01510","Potatoes",2002,9.97,"9.972078181","","","","","SWS_Total","","","","","","Landbrug As For Previous Years(Crop- Crop Less Waste)","FAO Sources","FAO Sources",""
"208","Denmark","","01510","Potatoes",2002,15.02,"15.02459779","","","","","SWS_Total","","","","","","Lanbrug 2003","FAO Sources","FAO Sources",""
"208","Denmark","","01510","Potatoes",2001,14.97,"14.97056437","","","","","SWS_Total","","","","","","Lanbrug 2003","FAO Sources","FAO Sources",""
"214","Dominican Republic","","01510","Potatoes",1977,14.2,"14.2","","","","",,"","","","","","","-","Mansfield, 1977","http://ucanr.edu/datastoreFiles/234-1847.pdf"
"214","Dominican Republic","","01510","Potatoes",1977,27,"27","","","","","WholeSupplyChain","","","","","","","-","Valderrama Mario, 1977 y IICA. PROCIANDINO, 1990","http://www.fao.org/3/a-ax440e.pdf"
"214","Dominican Republic","","01510","Potatoes",1977,14.2,"14.2","","","","",,"","","","","","","-","Mansfield, 1977","http://ucanr.edu/datastoreFiles/234-1847.pdf"
"218","Ecuador","El Carchi, Imbabura, and Pichincha","01510","Potatoes",2016,0.93,".091-1.77","541-2893 KG","","232-685 USD","","Traders","","","","176","","Self reported, Categorical, Attributes, and price base; Survey Based","Survey","","https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology"
"218","Ecuador","Pichincha","01510","Potatoes",2016,2.45,"2.45","0.83 KG","","14.59 USD","","Processing","","","","146","","Self reported, Categorical, Attributes, and price base; Survey Based","Survey","","https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology"
"218","Ecuador","El Carchi","01510","Potatoes",2016,10.47,"8.11-12.82","1498-5926 KG","","269-1007 USD","","Farm","","","","287","","Self reported, Categorical, Attributes, and price base; Survey Based","Survey","","https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology"
"218","Ecuador","El Carchi, Imbabura, and Pichincha","01510","Potatoes",2016,0.93,".091-1.77","541-2893 KG","","232-685 USD","","Trader","","","","176","","Self reported, Categorical, Attributes, and price base; Survey Based","Survey","","https://www.researchgate.net/publication/318681931_Reality_of_Food_Losses_A_New_Measurement_Methodology"
"218","Ecuador","","01520.01","Cassava, fresh",2005,5.66,"5.660038512","","","","","SWS_Total","","","","","","Hb05","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"218","Ecuador","","01520.01","Cassava, fresh",2004,6.45,"6.450265798","","","","","SWS_Total","","","","","","Hb04","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"218","Ecuador","","0142","Groundnuts, excluding shelled",2003,1.07,"1.074201119","","","","","SWS_Total","","","","","","Fbs2003","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"218","Ecuador","","0142","Groundnuts, excluding shelled",2002,0.99,"0.994212791","","","","","SWS_Total","","","","","","Hdb 2002","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"218","Ecuador","","01599.10","Edible roots and tubers with high starch or inulin content, n.e., fresh",2002,2.99,"2.989392478","","","","","SWS_Total","","","","","","Fbs2002","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"218","Ecuador","","01599.10","Edible roots and tubers with high starch or inulin content, n.e., fresh",2002,9.06,"9.06460945","","","","","SWS_Total","","","","","","Hdb 2002","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"218","Ecuador","","0142","Groundnuts, excluding shelled",2001,14.07,"14.06926407","","","","","SWS_Total","","","","","","Hdb 2001","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"218","Ecuador","","01599.10","Edible roots and tubers with high starch or inulin content, n.e., fresh",2001,1.46,"1.458128079","","","","","SWS_Total","","","","","","Hdb 2001","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"218","Ecuador","","01599.10","Edible roots and tubers with high starch or inulin content, n.e., fresh",2001,4.63,"4.630541872","","","","","SWS_Total","","","","","","Hdb 2001","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"218","Ecuador","","01599.10","Edible roots and tubers with high starch or inulin content, n.e., fresh",1999,9.17,"9.17176209","","","","","SWS_Total","","","","","","Hoja B.A. 1999","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
"218","Ecuador","","01599.10","Edible roots and tubers with high starch or inulin content, n.e., fresh",1998,8.85,"8.848235953","","","","","SWS_Total","","","","","","Hoja De Balance De Alimentos 1998","Food Balance Sheet/Ag. Production Questionnaire","FAO Sources",""
